dc_identifier,eid,prism_doi,pii,pubmed_id,orcid,link_self_href,link_scopus_href,link_scopus_citedby_href,prism_url,dc_title,first_author_name,prism_publicationname,prism_aggregationtype,prism_issn,prism_isbn,prism_volume,prism_issueidentifier,prism_pagerange,prism_coverdate,publication_year,publication_month,prism_coverdisplaydate,citedby_count,subtype,subtypedescription,first_affiliation_name,openaccess
SCOPUS_ID:105002691997,2-s2.0-105002691997,10.1016/j.teln.2024.12.018,S1557308724002828,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002691997,A study to identify the effectiveness of a faculty development programme in enhancing the cultural intelligence and intercultural effectiveness of nurse educators,Montayre J.,Teaching and Learning in Nursing,Journal,15573087,nan,20,2,e509-e516,2025-04-01,2025,4,,0,ar,Article,,0
SCOPUS_ID:105002691993,2-s2.0-105002691993,10.1109/TAES.2024.3492139,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002691993,One-Shot Architecture Search and Transformation for Robust DOA Estimation,Wang Q.,IEEE Transactions on Aerospace and Electronic Systems,Journal,00189251,nan,61,2,3642-3653,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:105002688651,2-s2.0-105002688651,10.1109/TPEL.2025.3543572,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002688651,A Wireless Permanent-Magnet Brushless DC Motor Using Contactless Feedback and Autonomous Commutation,Li S.,IEEE Transactions on Power Electronics,Journal,08858993,nan,40,7,10140-10153,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:105002688108,2-s2.0-105002688108,10.1016/j.tre.2025.104119,S1366554525001607,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002688108,Capturing traffic state variation process: An analytical modeling approach,Cheng Q.,Transportation Research Part E: Logistics and Transportation Review,Journal,13665545,nan,198,,,2025-06-01,2025,6,,0,ar,Article,,0
SCOPUS_ID:105002685542,2-s2.0-105002685542,10.4103/shb.shb_252_24,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002685542,"Prevalence, Behaviors, and Factors of Over-the-counter Aspirin Use in Hong Kong",Lam A.S.M.,Asian Journal of Social Health and Behavior,Journal,,nan,8,2,59-65,2025-04-01,2025,4,,0,ar,Article,,1
SCOPUS_ID:105002684992,2-s2.0-105002684992,10.1016/j.watres.2025.123620,S0043135425005172,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002684992,Binding interaction between chlorine and powder activated carbon driving nonradical oxidation toward diclofenac abatement: Surface-bound complexes generating on diverse sites performing diverse duties,Chen L.,Water Research,Journal,00431354,nan,282,,,2025-08-15,2025,8,,0,ar,Article,,0
SCOPUS_ID:105002684928,2-s2.0-105002684928,10.1016/j.ensm.2025.104244,S2405829725002429,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002684928,Ionic conductive rubber quasi-solid polymer electrolyte for solid-state lithium-metal batteries,Yin G.,Energy Storage Materials,Journal,,nan,78,,,2025-05-01,2025,5,,0,ar,Article,,0
SCOPUS_ID:105002684250,2-s2.0-105002684250,10.1021/acs.est.4c12108,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002684250,Emission Dynamics and Public Health Implications of Airborne Pathogens and Antimicrobial Resistance from Urban Waste Collection Facilities,Zhang X.,Environmental Science and Technology,Journal,0013936X,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:105002683431,2-s2.0-105002683431,10.1109/JIOT.2025.3543199,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002683431,Secure Data Delivery With Certificateless Homomorphic Network Coding Signature Scheme for Autonomous Aerial Vehicle Networks,Huang H.,IEEE Internet of Things Journal,Journal,,nan,12,8,9604-9613,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:105002682559,2-s2.0-105002682559,10.1109/TPWRD.2025.3559001,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002682559,"Comparative Analysis of Negative Sequence Behavior in Grid-Following and Grid-Forming Inverters: Modeling, Control, and Protection",Chen X.,IEEE Transactions on Power Delivery,Journal,08858977,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:105002681435,2-s2.0-105002681435,10.1016/j.ejor.2025.04.001,S0377221725002516,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002681435,Extended warranty pricing in a competitive aftermarket under logit demand,Wang X.L.,European Journal of Operational Research,Journal,03772217,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:105002677562,2-s2.0-105002677562,10.1103/PhysRevB.111.L161111,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002677562,Nonreciprocal local-resonance induced complex band hybridization,Yau W.T.,Physical Review B,Journal,24699950,nan,111,16,,2025-04-15,2025,4,,0,ar,Article,,0
SCOPUS_ID:105002677032,2-s2.0-105002677032,10.1016/j.ejor.2025.02.031,S0377221725001547,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002677032,k-Tree: Crossing sharp boundaries in regression trees to find neighbors,Tian X.,European Journal of Operational Research,Journal,03772217,nan,324,2,567-579,2025-07-16,2025,7,,0,ar,Article,,0
SCOPUS_ID:105002676245,2-s2.0-105002676245,10.1016/j.jechem.2025.03.057,S2095495625002724,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002676245,Revitalizing lithium-mediated ammonia electrosynthesis activity over heterogeneous lithiophobic-lithiophilic solid electrolyte interphase,Sun Y.,Journal of Energy Chemistry,Journal,20954956,nan,107,,233-240,2025-08-01,2025,8,,0,ar,Article,,0
SCOPUS_ID:105002676066,2-s2.0-105002676066,10.1016/j.conbuildmat.2025.141362,S0950061825015107,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002676066,Converting waste cooking oil and waste rubber powder into asphalt rejuvenator: Preparation parameters and rejuvenation effect,Gao J.,Construction and Building Materials,Journal,09500618,nan,477,,,2025-05-30,2025,5,,0,ar,Article,,0
SCOPUS_ID:105002674836,2-s2.0-105002674836,10.1016/j.resconrec.2025.108298,S0921344925001776,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002674836,Towards circular economy via sustainable waste management practices,Varsha S.S.V.,"Resources, Conservation and Recycling",Journal,09213449,nan,,,,2025-01-01,2025,1,,0,ed,Editorial,,0
SCOPUS_ID:105002672183,2-s2.0-105002672183,10.1109/TPWRD.2025.3559380,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002672183,An Accelerated Multi-Time-Scale Solution of Power Systems under Multiple Lightning Strokes Events,Yeung C.,IEEE Transactions on Power Delivery,Journal,08858977,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:105002671752,2-s2.0-105002671752,10.1016/j.jrmge.2024.12.017,S167477552500071X,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002671752,Dynamic failure modes of large-scale underground caverns with complex geological structures,Xia Y.,Journal of Rock Mechanics and Geotechnical Engineering,Journal,16747755,nan,,,,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:105002670560,2-s2.0-105002670560,10.1016/j.cities.2025.106004,S026427512500304X,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002670560,Optimization of density regulation under urban transformation: Implications from urban redevelopment in Hong Kong,Fan Y.,Cities,Journal,02642751,nan,162,,,2025-07-01,2025,7,,0,ar,Article,,0
SCOPUS_ID:105002667203,2-s2.0-105002667203,10.1016/j.jde.2025.113324,S0022039625003511,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002667203,Zero dissipation and time decay rates to the planar rarefaction wave for 3-D compressible Euler equation in the whole space,Qiu G.,Journal of Differential Equations,Journal,00220396,nan,435,,,2025-08-05,2025,8,,0,ar,Article,,0
SCOPUS_ID:105002664273,2-s2.0-105002664273,10.1016/j.tre.2025.104126,S136655452500167X,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002664273,Emerging AI-driven smart and sustainable mobility,Liu Y.,Transportation Research Part E: Logistics and Transportation Review,Journal,13665545,nan,,,,2025-01-01,2025,1,,0,ed,Editorial,,0
SCOPUS_ID:105002662450,2-s2.0-105002662450,10.1016/j.lingua.2025.103937,S0024384125000622,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002662450,Language contact and translation: dependency relations as a lens for source language influence in fiction,Chou I.,Lingua,Journal,00243841,nan,321,,,2025-07-01,2025,7,,0,ar,Article,,0
SCOPUS_ID:105002660018,2-s2.0-105002660018,10.1177/23409444251320401,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002660018,How learning and legitimacy goals influence inter-firm imitation in R&amp;D investment decisions,Mazzelli A.,BRQ Business Research Quarterly,Journal,23409436,nan,28,2,349-370,2025-04-01,2025,4,,0,ar,Article,,1
SCOPUS_ID:105002655677,2-s2.0-105002655677,10.1111/opo.13514,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002655677,Visual field testing and glaucoma drug prescribing patterns in Australia,Jan C.L.,Ophthalmic and Physiological Optics,Journal,02755408,nan,,,,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:105002655668,2-s2.0-105002655668,10.1016/j.ejcon.2025.101226,S0947358025000548,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002655668,Two system transformation data-driven algorithms for linear quadratic mean-field games,Li X.,European Journal of Control,Journal,09473580,nan,83,,,2025-05-01,2025,5,,0,ar,Article,,0
SCOPUS_ID:105002655545,2-s2.0-105002655545,10.1002/adma.202414300,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002655545,Colored Radiative Cooling: from Photonic Approaches to Fluorescent Colors and Beyond,Wang T.,Advanced Materials,Journal,09359648,nan,37,15,,2025-04-16,2025,4,,0,re,Review,,1
SCOPUS_ID:105002654753,2-s2.0-105002654753,10.1177/15691861251331142,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002654753,A global profile of occupational therapy and primary care: Results from the World Federation of Occupational Therapists survey,Freeman A.,Hong Kong Journal of Occupational Therapy,Journal,15691861,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:105002653170,2-s2.0-105002653170,10.1016/j.trb.2025.103216,S0191261525000657,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002653170,Robust train carriage planning for mixed transportation of passengers and uncertain freights in a high-speed railway network,Zhang C.,Transportation Research Part B: Methodological,Journal,01912615,nan,196,,,2025-06-01,2025,6,,0,ar,Article,,0
SCOPUS_ID:105002652826,2-s2.0-105002652826,10.1002/imt2.70028,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002652826,Enhancing human gut health: Global innovations in dysbiosis management,El Boukhari R.,iMeta,Journal,27705986,nan,,,,2025-01-01,2025,1,,0,le,Letter,,1
SCOPUS_ID:105002652737,2-s2.0-105002652737,10.1016/j.matlet.2025.138580,S0167577X25006093,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002652737,Enhancing lithium-sulfur battery performance through the integration of six-metal high entropy oxides,Raza H.,Materials Letters,Journal,0167577X,nan,393,,,2025-08-15,2025,8,,0,ar,Article,,0
SCOPUS_ID:105002651946,2-s2.0-105002651946,10.1016/j.engappai.2025.110659,S0952197625006591,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002651946,Hierarchical cascaded networks with multi-task balanced loss for fine-grained hashing,Liu S.,Engineering Applications of Artificial Intelligence,Journal,09521976,nan,152,,,2025-07-15,2025,7,,0,ar,Article,,0
SCOPUS_ID:105002650493,2-s2.0-105002650493,10.1016/j.oceaneng.2025.121117,S0029801825008303,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002650493,Optimizing ship traffic scheduling in LNG ports: An enhanced model incorporating navigation characteristics and night sailing risks,Dong S.,Ocean Engineering,Journal,00298018,nan,330,,,2025-06-30,2025,6,,0,ar,Article,,0
SCOPUS_ID:105002650333,2-s2.0-105002650333,10.1016/j.cscm.2025.e04668,S2214509525004668,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002650333,Carbon emission assessment in asphalt pavement maintenance: A comparative study of five methods,Yu H.,Case Studies in Construction Materials,Journal,22145095,nan,22,,,2025-07-01,2025,7,,0,ar,Article,,1
SCOPUS_ID:105002648394,2-s2.0-105002648394,10.1016/j.ress.2025.111136,S0951832025003370,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002648394,A novel optimization framework for efficiently identifying high-quality Pareto-optimal solutions: maximizing resilience of water distribution systems under cost constraints,Du K.,Reliability Engineering and System Safety,Journal,09518320,nan,261,,,2025-09-01,2025,9,,0,ar,Article,,0
SCOPUS_ID:105002647359,2-s2.0-105002647359,10.1016/j.measurement.2025.117578,S0263224125009376,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002647359,Assessing and Mitigating impacts of structural inclination on acceleration measurements and estimated displacements using integrated GNSS and accelerometer structural health monitoring systems,Qu X.,Measurement: Journal of the International Measurement Confederation,Journal,02632241,nan,253,,,2025-09-01,2025,9,,0,ar,Article,,1
SCOPUS_ID:105002646546,2-s2.0-105002646546,10.2166/ws.2025.034,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002646546,Voluntary governance model for addressing heavy metal pollution in China: an analysis of the network governance approach,Chen S.,Water Supply,Journal,16069749,nan,25,3,378-385,2025-03-01,2025,3,,0,ar,Article,,1
SCOPUS_ID:105002643970,2-s2.0-105002643970,10.1126/sciadv.adu2318,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002643970,Synthesis of Campylobacter jejuni capsular oligosaccharides and identification of a potential O-antigen against campylobacteriosis,Wang J.,Science Advances,Journal,,nan,11,15,,2025-04-11,2025,4,,0,ar,Article,,0
SCOPUS_ID:105002642515,2-s2.0-105002642515,10.1177/10591478251330062,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002642515,Customer Concentration and Suppliers’ Blockchain Technology Adoption: Evidence from China,Li C.,Production and Operations Management,Journal,10591478,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:105002642176,2-s2.0-105002642176,10.1007/s10869-025-10020-z,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002642176,The Things I Do for You… and for Myself: Dyadic and Dynamic Effects of Social Support in Dual-Earner Couples,Pluut H.,Journal of Business and Psychology,Journal,08893268,nan,,,,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:105002642103,2-s2.0-105002642103,10.1016/j.rse.2025.114738,S0034425725001427,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002642103,A gradient-based nonlinear multi-pixel physical method for simultaneously separating component temperature and emissivity from nonisothermal mixed pixels with DART,Zhen Z.,Remote Sensing of Environment,Journal,00344257,nan,324,,,2025-07-01,2025,7,,0,ar,Article,,1
SCOPUS_ID:105002641197,2-s2.0-105002641197,10.1177/13548166251330665,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002641197,"Impact of diversity, equity, and inclusion initiatives on human capital externalities in the wine industry: A theoretical model",Chang W.,Tourism Economics,Journal,13548166,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:105002638902,2-s2.0-105002638902,10.1080/19475705.2025.2491470,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002638902,"Land surface temperature, tropospheric and ionospheric anomalies analysis and implementation of a co-seismic PWV digital twin for the February 6, 2023 Turkey earthquake",Guo A.,"Geomatics, Natural Hazards and Risk",Journal,19475705,nan,16,1,,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:105002637593,2-s2.0-105002637593,10.37464/2025.421.1564,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002637593,"‘Emotional roller coaster’: Fertility nurses’ stressors, wellbeing, burnout and work engagement through a mixed methods investigation",Young T.,Australian Journal of Advanced Nursing,Journal,08130531,nan,42,1,40-52,2025-02-01,2025,2,,0,ar,Article,,0
SCOPUS_ID:105002637035,2-s2.0-105002637035,10.1016/j.engfracmech.2025.111130,S0013794425003315,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002637035,"Graphical solutions to bond capacity and bond-slip behavior of pull-off/out joints with various adherents, adhesives, and substrates",Li L.,Engineering Fracture Mechanics,Journal,00137944,nan,321,,,2025-05-27,2025,5,,0,ar,Article,,1
SCOPUS_ID:105002636918,2-s2.0-105002636918,10.1007/s11053-025-10483-0,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002636918,From Rock to Fiber: The Mechanical Properties of Continuous Rock Fibers,Ma Y.,Natural Resources Research,Journal,15207439,nan,,,,2025-01-01,2025,1,,0,re,Review,,1
SCOPUS_ID:105002632619,2-s2.0-105002632619,10.1080/13032917.2025.2487548,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002632619,Impacts of artificial intelligence on hotel operations: face recognition in Vietnam,Le B.N.,Anatolia,Journal,13032917,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:105002631169,2-s2.0-105002631169,10.1016/j.matchar.2025.115049,S1044580325003389,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002631169,Effect of thermal history control on mechanical properties of laser powder bed fusion maraging steel,Du J.,Materials Characterization,Journal,10445803,nan,224,,,2025-06-01,2025,6,,0,ar,Article,,0
SCOPUS_ID:105002617192,2-s2.0-105002617192,10.1108/ECAM-07-2024-0931,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002617192,Identification and assessment of quantitative metrics for measuring emergency healthcare facility project performance in China,Liu W.,"Engineering, Construction and Architectural Management",Journal,09699988,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:105002615140,2-s2.0-105002615140,10.1108/ITSE-11-2024-0290,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/105002615140,Connecting the dots: the interplay between individual and environmental factors on learning engagement and student performance via goal orientation,Kwong R.,Interactive Technology and Smart Education,Journal,17415659,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
