fa,prism_url,dc_identifier,prism_publicationname,prism_coverdate,prism_doi,citedby_count,subtype,subtypedescription,publication_year,publication_month
true,https://api.elsevier.com/content/abstract/scopus_id/85189035014,SCOPUS_ID:85189035014,Heliyon,2024-04-15 00:00:00,10.1016/j.heliyon.2024.e28646,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85188999751,SCOPUS_ID:85188999751,International Journal of Mechanical Sciences,2024-07-01 00:00:00,10.1016/j.ijmecsci.2024.109218,9,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85188641053,SCOPUS_ID:85188641053,British Journal of Ophthalmology,2024-09-20 00:00:00,10.1136/bjo-2023-324446,9,ar,Article,2024,9
true,https://api.elsevier.com/content/abstract/scopus_id/85188604744,SCOPUS_ID:85188604744,Journal of Energy Storage,2024-05-10 00:00:00,10.1016/j.est.2024.111337,9,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85188460829,SCOPUS_ID:85188460829,IEEE Transactions on Intelligent Vehicles,2024-04-01 00:00:00,10.1109/TIV.2024.3376534,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85188019528,SCOPUS_ID:85188019528,ACS Materials Letters,2024-04-01 00:00:00,10.1021/acsmaterialslett.4c00073,9,re,Review,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85187803214,SCOPUS_ID:85187803214,Proceedings of the National Academy of Sciences of the United States of America,2024-03-19 00:00:00,10.1073/pnas.2309054121,9,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85187703489,SCOPUS_ID:85187703489,EES Catalysis,2024-02-28 00:00:00,10.1039/d3ey00313b,9,re,Review,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85187692389,SCOPUS_ID:85187692389,Materials Horizons,2024-03-06 00:00:00,10.1039/d4mh00098f,9,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85187530094,SCOPUS_ID:85187530094,Cell Death Discovery,2024-12-01 00:00:00,10.1038/s41420-024-01911-w,9,ar,Article,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85187234200,SCOPUS_ID:85187234200,Energy,2024-04-15 00:00:00,10.1016/j.energy.2024.130467,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85187199641,SCOPUS_ID:85187199641,Construction and Building Materials,2024-03-29 00:00:00,10.1016/j.conbuildmat.2024.135751,9,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85187197288,SCOPUS_ID:85187197288,Advanced Engineering Informatics,2024-08-01 00:00:00,10.1016/j.aei.2024.102466,9,re,Review,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85186759010,SCOPUS_ID:85186759010,Ocean and Coastal Management,2024-05-01 00:00:00,10.1016/j.ocecoaman.2024.107076,9,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85186757599,SCOPUS_ID:85186757599,Journal of Building Engineering,2024-06-01 00:00:00,10.1016/j.jobe.2024.108974,9,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85186733984,SCOPUS_ID:85186733984,Advanced Engineering Informatics,2024-08-01 00:00:00,10.1016/j.aei.2024.102404,9,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85186731615,SCOPUS_ID:85186731615,"Resources, Conservation and Recycling",2024-05-01 00:00:00,10.1016/j.resconrec.2024.107534,9,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85186693696,SCOPUS_ID:85186693696,Process Safety and Environmental Protection,2024-04-01 00:00:00,10.1016/j.psep.2024.02.051,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85186629492,SCOPUS_ID:85186629492,Knowledge-Based Systems,2024-04-22 00:00:00,10.1016/j.knosys.2024.111547,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85186608622,SCOPUS_ID:85186608622,Thin-Walled Structures,2024-05-01 00:00:00,10.1016/j.tws.2024.111719,9,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85186569475,SCOPUS_ID:85186569475,Advanced Science,2024-05-15 00:00:00,10.1002/advs.202309500,9,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85186375922,SCOPUS_ID:85186375922,ACS Applied Materials and Interfaces,2024-03-13 00:00:00,10.1021/acsami.3c19129,9,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85185844905,SCOPUS_ID:85185844905,Displays,2024-04-01 00:00:00,10.1016/j.displa.2024.102667,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85185827519,SCOPUS_ID:85185827519,Energy,2024-04-15 00:00:00,10.1016/j.energy.2024.130588,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85185723666,SCOPUS_ID:85185723666,Psychological Bulletin,2024-01-01 00:00:00,10.1037/bul0000422,9,re,Review,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85185563344,SCOPUS_ID:85185563344,Smart Materials and Structures,2024-03-01 00:00:00,10.1088/1361-665X/ad254a,9,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85185442168,SCOPUS_ID:85185442168,Humanities and Social Sciences Communications,2024-12-01 00:00:00,10.1057/s41599-024-02757-4,9,ar,Article,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85185388420,SCOPUS_ID:85185388420,IEEE Transactions on Industrial Informatics,2024-05-01 00:00:00,10.1109/TII.2024.3361019,9,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85185285786,SCOPUS_ID:85185285786,Journal of Cleaner Production,2024-03-01 00:00:00,10.1016/j.jclepro.2024.141231,9,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85185200371,SCOPUS_ID:85185200371,Reviews on Advanced Materials Science,2024-01-01 00:00:00,10.1515/rams-2023-0184,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85185183494,SCOPUS_ID:85185183494,Journal of Wind Engineering and Industrial Aerodynamics,2024-02-01 00:00:00,10.1016/j.jweia.2024.105659,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85185169291,SCOPUS_ID:85185169291,Computers and Industrial Engineering,2024-02-01 00:00:00,10.1016/j.cie.2024.109902,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85185145109,SCOPUS_ID:85185145109,Acta Geotechnica,2024-08-01 00:00:00,10.1007/s11440-024-02248-5,9,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85184814369,SCOPUS_ID:85184814369,IEEE Transactions on Power Systems,2024-01-01 00:00:00,10.1109/TPWRS.2024.3362056,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85184754187,SCOPUS_ID:85184754187,Computers and Operations Research,2024-04-01 00:00:00,10.1016/j.cor.2024.106559,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85184522773,SCOPUS_ID:85184522773,Journal of Manufacturing Processes,2024-04-15 00:00:00,10.1016/j.jmapro.2024.01.081,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85184516466,SCOPUS_ID:85184516466,Science of the Total Environment,2024-03-25 00:00:00,10.1016/j.scitotenv.2024.170857,9,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85184495678,SCOPUS_ID:85184495678,Small,2024-07-11 00:00:00,10.1002/smll.202307900,9,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85184420586,SCOPUS_ID:85184420586,Journal of Travel and Tourism Marketing,2024-01-01 00:00:00,10.1080/10548408.2023.2293008,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85184241654,SCOPUS_ID:85184241654,International Journal of Contemporary Hospitality Management,2024-08-06 00:00:00,10.1108/IJCHM-02-2023-0194,9,ar,Article,2024,8
true,https://api.elsevier.com/content/abstract/scopus_id/85184019990,SCOPUS_ID:85184019990,Case Studies in Construction Materials,2024-07-01 00:00:00,10.1016/j.cscm.2024.e02954,9,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85183973299,SCOPUS_ID:85183973299,Reliability Engineering and System Safety,2024-05-01 00:00:00,10.1016/j.ress.2024.109971,9,ar,Article,2024,5
true,https://api.elsevier.com/content/abstract/scopus_id/85183958582,SCOPUS_ID:85183958582,Carbon,2024-02-20 00:00:00,10.1016/j.carbon.2024.118864,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85183745760,SCOPUS_ID:85183745760,Energy Conversion and Management: X,2024-04-01 00:00:00,10.1016/j.ecmx.2024.100531,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85183649526,SCOPUS_ID:85183649526,Journal of Optimization Theory and Applications,2024-03-01 00:00:00,10.1007/s10957-024-02377-7,9,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85183634951,SCOPUS_ID:85183634951,IEEE Transactions on Multimedia,2024-01-01 00:00:00,10.1109/TMM.2024.3358062,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85183582997,SCOPUS_ID:85183582997,Journal of Building Engineering,2024-04-01 00:00:00,10.1016/j.jobe.2023.108175,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85183334667,SCOPUS_ID:85183334667,Systematic Reviews,2024-12-01 00:00:00,10.1186/s13643-024-02449-9,9,re,Review,2024,12
true,https://api.elsevier.com/content/abstract/scopus_id/85183319721,SCOPUS_ID:85183319721,Engineering Structures,2024-03-15 00:00:00,10.1016/j.engstruct.2024.117537,9,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85183201169,SCOPUS_ID:85183201169,Engineering Fracture Mechanics,2024-02-21 00:00:00,10.1016/j.engfracmech.2024.109884,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85182927411,SCOPUS_ID:85182927411,IEEE Transactions on Evolutionary Computation,2024-01-01 00:00:00,10.1109/TEVC.2024.3355781,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85182917020,SCOPUS_ID:85182917020,IEEE Transactions on Instrumentation and Measurement,2024-01-01 00:00:00,10.1109/TIM.2024.3352696,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85182832739,SCOPUS_ID:85182832739,Advanced Science,2024-04-03 00:00:00,10.1002/advs.202305551,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85182386139,SCOPUS_ID:85182386139,IEEE Transactions on Power Electronics,2024-04-01 00:00:00,10.1109/TPEL.2024.3351142,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85182375688,SCOPUS_ID:85182375688,IEEE Transactions on Wireless Communications,2024-01-01 00:00:00,10.1109/TWC.2023.3347667,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85182249289,SCOPUS_ID:85182249289,Nano Research,2024-06-01 00:00:00,10.1007/s12274-024-6416-9,9,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85181810552,SCOPUS_ID:85181810552,Marine Pollution Bulletin,2024-02-01 00:00:00,10.1016/j.marpolbul.2023.115979,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85181789402,SCOPUS_ID:85181789402,Radiology: Imaging Cancer,2024-01-01 00:00:00,10.1148/rycan.230033,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85181588201,SCOPUS_ID:85181588201,Construction and Building Materials,2024-01-12 00:00:00,10.1016/j.conbuildmat.2023.134710,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85181555234,SCOPUS_ID:85181555234,IEEE/ACM Transactions on Networking,2024-06-01 00:00:00,10.1109/TNET.2023.3347557,9,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85181487133,SCOPUS_ID:85181487133,Journal of Hospitality and Tourism Research,2024-11-01 00:00:00,10.1177/10963480231220270,9,ar,Article,2024,11
true,https://api.elsevier.com/content/abstract/scopus_id/85181242392,SCOPUS_ID:85181242392,Advanced Electronic Materials,2024-03-01 00:00:00,10.1002/aelm.202300730,9,re,Review,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85181116204,SCOPUS_ID:85181116204,Composites Science and Technology,2024-03-01 00:00:00,10.1016/j.compscitech.2023.110418,9,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85181096530,SCOPUS_ID:85181096530,Applied Soft Computing,2024-01-01 00:00:00,10.1016/j.asoc.2023.111150,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85180950859,SCOPUS_ID:85180950859,International Journal of Production Research,2024-01-01 00:00:00,10.1080/00207543.2023.2296976,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85180590207,SCOPUS_ID:85180590207,Tourism Management Perspectives,2024-01-01 00:00:00,10.1016/j.tmp.2023.101211,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85180571054,SCOPUS_ID:85180571054,Spine Journal,2024-04-01 00:00:00,10.1016/j.spinee.2023.11.008,9,re,Review,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85180538055,SCOPUS_ID:85180538055,Journal of Sound and Vibration,2024-03-17 00:00:00,10.1016/j.jsv.2023.118196,9,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85180537140,SCOPUS_ID:85180537140,Construction and Building Materials,2024-01-12 00:00:00,10.1016/j.conbuildmat.2023.134624,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85180529527,SCOPUS_ID:85180529527,Engineering Structures,2024-02-15 00:00:00,10.1016/j.engstruct.2023.117231,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85180516775,SCOPUS_ID:85180516775,Advanced Energy Materials,2024-02-16 00:00:00,10.1002/aenm.202303088,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85180469361,SCOPUS_ID:85180469361,Ceramics International,2024-03-01 00:00:00,10.1016/j.ceramint.2023.12.111,9,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85180364610,SCOPUS_ID:85180364610,Journal of Building Engineering,2024-04-01 00:00:00,10.1016/j.jobe.2023.108301,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85180284347,SCOPUS_ID:85180284347,IEEE Transactions on Power Systems,2024-07-01 00:00:00,10.1109/TPWRS.2023.3341432,9,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85179723472,SCOPUS_ID:85179723472,Road Materials and Pavement Design,2024-01-01 00:00:00,10.1080/14680629.2023.2287714,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85179133479,SCOPUS_ID:85179133479,International Journal of Fatigue,2024-03-01 00:00:00,10.1016/j.ijfatigue.2023.108094,9,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85179030254,SCOPUS_ID:85179030254,Travel Behaviour and Society,2024-04-01 00:00:00,10.1016/j.tbs.2023.100728,9,ar,Article,2024,4
true,https://api.elsevier.com/content/abstract/scopus_id/85179009240,SCOPUS_ID:85179009240,Transport Policy,2024-02-01 00:00:00,10.1016/j.tranpol.2023.11.011,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85178659081,SCOPUS_ID:85178659081,Neural Networks,2024-02-01 00:00:00,10.1016/j.neunet.2023.11.051,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85178608554,SCOPUS_ID:85178608554,Engineering Structures,2024-02-01 00:00:00,10.1016/j.engstruct.2023.117233,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85178549523,SCOPUS_ID:85178549523,System,2024-02-01 00:00:00,10.1016/j.system.2023.103182,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85178300331,SCOPUS_ID:85178300331,Nurse Education Today,2024-02-01 00:00:00,10.1016/j.nedt.2023.106034,9,re,Review,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85178165929,SCOPUS_ID:85178165929,Ocean and Coastal Management,2024-02-01 00:00:00,10.1016/j.ocecoaman.2023.106942,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85177577832,SCOPUS_ID:85177577832,Computers and Mathematics with Applications,2024-01-01 00:00:00,10.1016/j.camwa.2023.11.018,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85177225141,SCOPUS_ID:85177225141,CAD Computer Aided Design,2024-02-01 00:00:00,10.1016/j.cad.2023.103638,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85177223774,SCOPUS_ID:85177223774,Energy and AI,2024-01-01 00:00:00,10.1016/j.egyai.2023.100317,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85176783280,SCOPUS_ID:85176783280,Operations Management Research,2024-03-01 00:00:00,10.1007/s12063-023-00427-3,9,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85176376716,SCOPUS_ID:85176376716,International Journal of Dynamics and Control,2024-07-01 00:00:00,10.1007/s40435-023-01337-9,9,ar,Article,2024,7
true,https://api.elsevier.com/content/abstract/scopus_id/85176306799,SCOPUS_ID:85176306799,Geotextiles and Geomembranes,2024-06-01 00:00:00,10.1016/j.geotexmem.2023.10.008,9,ar,Article,2024,6
true,https://api.elsevier.com/content/abstract/scopus_id/85175729702,SCOPUS_ID:85175729702,Applied Catalysis B: Environmental,2024-03-01 00:00:00,10.1016/j.apcatb.2023.123466,9,ar,Article,2024,3
true,https://api.elsevier.com/content/abstract/scopus_id/85175328460,SCOPUS_ID:85175328460,Renewable and Sustainable Energy Reviews,2024-01-01 00:00:00,10.1016/j.rser.2023.113992,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85175198902,SCOPUS_ID:85175198902,Journal of Sound and Vibration,2024-02-17 00:00:00,10.1016/j.jsv.2023.118101,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85175171036,SCOPUS_ID:85175171036,Biosensors and Bioelectronics,2024-01-01 00:00:00,10.1016/j.bios.2023.115778,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85175033397,SCOPUS_ID:85175033397,Composites Science and Technology,2024-01-05 00:00:00,10.1016/j.compscitech.2023.110321,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85174687747,SCOPUS_ID:85174687747,Information Fusion,2024-02-01 00:00:00,10.1016/j.inffus.2023.102065,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85174461553,SCOPUS_ID:85174461553,International Journal of Heat and Mass Transfer,2024-02-01 00:00:00,10.1016/j.ijheatmasstransfer.2023.124805,9,ar,Article,2024,2
true,https://api.elsevier.com/content/abstract/scopus_id/85173735981,SCOPUS_ID:85173735981,Geo-Spatial Information Science,2024-01-01 00:00:00,10.1080/10095020.2023.2255033,9,ar,Article,2024,1
true,https://api.elsevier.com/content/abstract/scopus_id/85173623602,SCOPUS_ID:85173623602,Electric Power Systems Research,2024-01-01 00:00:00,10.1016/j.epsr.2023.109802,9,ar,Article,2024,1
